State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Kanpur,"Choubepur APMC","Black Gram Dal(Urd Dal)",Other,FAQ,05/04/2026,8000,8000,8000
"Uttar Pradesh",Gorakhpur,"Chorichora APMC",Wood,Other,FAQ,05/04/2026,350,350,350
"Uttar Pradesh",Kannuj,"Chhibramau APMC",Paddy(Common),Basmati,FAQ,05/04/2026,3100,3100,3100
"Uttar Pradesh",Saharanpur,"Chutmalpur APMC","Bottle gourd","Bottle Gourd",Local,05/04/2026,600,800,700
"Uttar Pradesh",Saharanpur,"Chutmalpur APMC","Green Chilli","Green Chilly",Local,05/04/2026,2950,3350,3150
"Uttar Pradesh",Saharanpur,"Chutmalpur APMC",Raddish,Raddish,Local,05/04/2026,600,800,700
"Uttar Pradesh",Deoria,"Devariya APMC",Wood,Eucalyptus,FAQ,05/04/2026,451,451,451
"Uttar Pradesh",Bulandshahar,"Divai APMC",Potato,Other,FAQ,05/04/2026,500,500,500
"Uttar Pradesh",Bulandshahar,"Divai APMC",Paddy(Common),SuperFine(Basmati),FAQ,05/04/2026,3700,3700,3700
Maharashtra,"Chattrapati Sambhajinagar","Chattrapati Sambhajinagar APMC",Onion,Other,Local,05/04/2026,400,1000,700
Maharashtra,"Chattrapati Sambhajinagar","Chattrapati Sambhajinagar APMC",Ridgeguard(Tori),Other,Local,05/04/2026,1600,3000,2300
"Uttar Pradesh",Etah,"Etah APMC",Tomato,Other,FAQ,05/04/2026,800,800,800
Maharashtra,Buldhana,"Buldhana APMC","Bengal Gram(Gram)(Whole)",Other,Non-FAQ,05/04/2026,4800,5100,4950
Maharashtra,Chandrapur,"Brahmpuri APMC",Paddy(Common),Other,FAQ,05/04/2026,2400,2800,2600
Maharashtra,Kolhapur,"Kolhapur APMC",Cauliflower,Other,Local,05/04/2026,500,1000,750
Maharashtra,Pune,"Pune APMC","Water Melon",Other,Local,05/04/2026,1000,1200,1100
Maharashtra,Pune,"Pune APMC",Pear(Marasebu),Other,Local,05/04/2026,5000,7500,6200
Maharashtra,Pune,"Pune APMC",Plum,Other,Local,05/04/2026,4000,8000,6000
Maharashtra,Pune,"Pune APMC",Guar,Other,Local,05/04/2026,3000,5000,4000
Maharashtra,Pune,"Pune APMC","Sweet Potato",Other,Local,05/04/2026,2000,3000,2500
Maharashtra,Pune,"Pune(Moshi) APMC",Chikoos(Sapota),Other,Local,05/04/2026,2500,4000,3250
Maharashtra,Pune,"Pune(Moshi) APMC","Water Melon",Other,Local,05/04/2026,800,800,800
Maharashtra,Pune,"Pune(Moshi) APMC",Lime,Other,Local,05/04/2026,10000,13000,11500
Maharashtra,Pune,"Pune(Moshi) APMC",Apple,Other,Local,05/04/2026,13000,13000,13000
Maharashtra,Pune,"Pune(Moshi) APMC",Ginger(Green),Other,Local,05/04/2026,2800,3000,2900
Maharashtra,Pune,"Pune(Moshi) APMC",Beetroot,Other,Local,05/04/2026,2000,3000,2500
Maharashtra,Pune,"Pune(Moshi) APMC",Beans,Other,Local,05/04/2026,2500,3000,2750
Maharashtra,Pune,"Pune(Moshi) APMC",Mango(Raw-Ripe),Other,Local,05/04/2026,3000,4000,3500
Maharashtra,Pune,"Pune(Moshi) APMC",Cucumbar(Kheera),Other,Local,05/04/2026,1000,2000,1500
Maharashtra,Pune,"Pune(Moshi) APMC","Onion Green",Other,Local,05/04/2026,10,10,10
Maharashtra,Pune,"Pune(Moshi) APMC","Bitter gourd",Other,Local,05/04/2026,2800,3000,2900
Maharashtra,Pune,"Pune(Moshi) APMC",Coriander(Leaves),Other,Local,05/04/2026,7,10,9
Maharashtra,Pune,"Pune(Moshi) APMC",Mint(Pudina),Other,Local,05/04/2026,5,5,5
Maharashtra,Pune,"Pune(Moshi) APMC",Ridgeguard(Tori),Other,Local,05/04/2026,3000,3000,3000
Maharashtra,Pune,"Pune(Moshi) APMC",Tomato,Local,Local,05/04/2026,700,1000,850
Maharashtra,Pune,"Pune(Pimpri) APMC",Cabbage,Other,Local,05/04/2026,500,1200,850
Maharashtra,Pune,"Pune(Pimpri) APMC",Coriander(Leaves),Other,Local,05/04/2026,7,9,8
Maharashtra,Pune,"Pune(Pimpri) APMC",Brinjal,Other,Local,05/04/2026,2000,2500,2250
Maharashtra,Satara,"Satara APMC","Bottle gourd",Other,Local,05/04/2026,1000,1500,1250
Maharashtra,Satara,"Satara APMC",Cauliflower,Other,Local,05/04/2026,1000,1500,1250
Maharashtra,Satara,"Satara APMC",Guar,Other,Local,05/04/2026,4000,5000,4500
Maharashtra,Satara,"Satara APMC",Cucumbar(Kheera),Other,Local,05/04/2026,1000,1500,1250
Maharashtra,Satara,"Satara APMC",Tomato,Other,Local,05/04/2026,1000,1500,1250
Maharashtra,Satara,"Satara APMC",Brinjal,Other,Local,05/04/2026,2000,2500,2250
Maharashtra,Sholapur,"Mangal Wedha APMC",Cucumbar(Kheera),Other,Local,05/04/2026,500,2400,2000
Maharashtra,Sholapur,"Mangal Wedha APMC","Green Chilli",Other,Local,05/04/2026,2500,4500,3700
"Uttar Pradesh",Fatehpur,"Fatehpur APMC",Potato,Other,FAQ,05/04/2026,500,550,512.73
"Uttar Pradesh",Fatehpur,"Fatehpur APMC",Rice,Other,FAQ,05/04/2026,2500,2500,2500
"Uttar Pradesh",Mainpuri,"Ghiraur APMC",Potato,Other,FAQ,05/04/2026,500,500,500
"Uttar Pradesh",Hathras,"Haathras APMC",Firewood,Firewood,FAQ,05/04/2026,500,500,500
"Uttar Pradesh",Amethi,"Jafarganj APMC",Paddy(Common),Common,FAQ,05/04/2026,2100,2100,2100
"Uttar Pradesh","Jalaun (Orai)","Jalaun APMC",Brinjal,Round/Long,FAQ,05/04/2026,1000,1000,1000
"Uttar Pradesh","Jalaun (Orai)","Jalaun APMC",Tomato,Other,FAQ,05/04/2026,800,800,800
"Uttar Pradesh",Ghazipur,"Jangipura APMC",Paddy(Common),Common,FAQ,05/04/2026,2100,2100,2100
"Uttar Pradesh","Kanpur Dehat","Jhijhank APMC",Paddy(Common),Other,FAQ,05/04/2026,1800,1800,1800
"Uttar Pradesh","Kanpur Dehat","Jhijhank APMC",Wheat,Dara,FAQ,05/04/2026,2280,2280,2280
"Uttar Pradesh","Jalaun (Orai)","Kadaura APMC",Wheat,"Super Fine",FAQ,05/04/2026,2585,2585,2585
"Uttar Pradesh",Farukhabad,"Kayamganj APMC",Paddy(Common),Other,FAQ,05/04/2026,2000,2000,2000
"Uttar Pradesh","Jalaun (Orai)","Kalpi APMC",Mustard,Other,FAQ,05/04/2026,6300,6300,6300
"Uttar Pradesh",Chitrakut,"Karvi APMC","Masur Dal",Other,FAQ,05/04/2026,6125,6250,6211.74
"Uttar Pradesh",Kasganj,"Kasganj APMC",Potato,Other,FAQ,05/04/2026,600,600,600
"Uttar Pradesh",Aligarh,"Khair APMC","Bajra(Pearl Millet/Cumbu)",Other,FAQ,05/04/2026,1750,1750,1750
"Uttar Pradesh","Jalaun (Orai)","Konch APMC","Green Chilli",Other,FAQ,05/04/2026,3500,3500,3500
"Uttar Pradesh",Sitapur,"Mehmoodabad APMC",Garlic,Other,FAQ,05/04/2026,5100,5100,5100
"Uttar Pradesh",Sitapur,"Mehmoodabad APMC",Mustard,Other,FAQ,05/04/2026,6000,6400,6140.37
"Uttar Pradesh",Sitapur,"Mehmoodabad APMC",Paddy(Common),"Paddy fine",FAQ,05/04/2026,2000,2000,2000
"Uttar Pradesh",Mahoba,"Mahoba APMC",Groundnut,Other,FAQ,05/04/2026,6700,7110,6916.64
"Uttar Pradesh",Mathura,"Mathura APMC",Wheat,PBW-343,FAQ,05/04/2026,2400,2400,2400
"Uttar Pradesh",Mathura,"Mathura APMC",Wheat,"Super Fine",FAQ,05/04/2026,2400,2400,2400
"Uttar Pradesh",Hamirpur,"Maudaha APMC","Masur Dal",Other,FAQ,05/04/2026,6000,6000,6000
"Uttar Pradesh",Hamirpur,"Maudaha APMC",Peas(Dry),Other,FAQ,05/04/2026,3900,3900,3900
"Uttar Pradesh",Hamirpur,"Maudaha APMC",Wheat,Dara,FAQ,05/04/2026,2300,2300,2300
"Uttar Pradesh",Hamirpur,"Maudaha APMC",Wheat,Medium,FAQ,05/04/2026,2300,2300,2300
"Uttar Pradesh",Jhansi,"Mauranipur APMC",Wheat,Other,FAQ,05/04/2026,2400,2400,2400
"Uttar Pradesh",Meerut,"Mawana APMC",Garlic,Other,FAQ,05/04/2026,8000,8000,8000
"Uttar Pradesh",Mirzapur,"Mirzapur APMC",Rice,Common,FAQ,05/04/2026,2200,2200,2200
Punjab,Mohali,"Banur APMC",Apple,Apple,"Grade A",05/04/2026,9500,9500,9500
"Uttar Pradesh",Hamirpur,"Muskara APMC",Barley(Jau),Other,FAQ,05/04/2026,2125,2150,2136.5
"Uttar Pradesh",Muzaffarnagar,"Muzzafarnagar APMC",Wood,Eucalyptus,FAQ,05/04/2026,550,550,550
"Uttar Pradesh",Maharajganj,"Nautnava APMC",Wheat,Wheat-Organic,FAQ,05/04/2026,2250,2250,2250
"Uttar Pradesh",Lakhimpur,"Paliakala APMC",Firewood,Firewood,FAQ,05/04/2026,500,500,500
"Uttar Pradesh",Lakhimpur,"Paliakala APMC",Wheat,Dara,FAQ,05/04/2026,2300,2300,2300
"Uttar Pradesh",Shravasti,"Payagpur APMC",Paddy(Common),Common,FAQ,05/04/2026,2050,2050,2050
"Uttar Pradesh",Shravasti,"Payagpur APMC",Wheat,Medium,FAQ,05/04/2026,2425,2425,2425
"Uttar Pradesh",Pratapgarh,"Pratapgarh APMC",Firewood,Firewood,FAQ,05/04/2026,350,400,372.98
"Uttar Pradesh",Pillibhit,"Puranpur APMC",Wheat,Medium,FAQ,05/04/2026,2300,2300,2300
"Uttar Pradesh",Raebarelli,"Raibareilly APMC",Wheat,White,FAQ,05/04/2026,2450,2450,2450
"Uttar Pradesh",Raebarelli,"Raibareilly APMC",Rice,Common,FAQ,05/04/2026,2300,2350,2336.74
"Uttar Pradesh",Raebarelli,"Raibareilly APMC",Wheat,Dara,FAQ,05/04/2026,2450,2505,2478.54
"Uttar Pradesh",Rampur,"Rampur APMC","Green Chilli",Other,FAQ,05/04/2026,2000,2000,2000
"Uttar Pradesh",Sonbhadra,"Robertsganj APMC",Mustard,Other,FAQ,05/04/2026,6250,6300,6277.19
"Uttar Pradesh",Sonbhadra,"Robertsganj APMC","Black Gram Dal(Urd Dal)",Other,FAQ,05/04/2026,7000,7000,7000
"Uttar Pradesh",Ayodhya,"Rudauli APMC",Tomato,Other,FAQ,05/04/2026,1200,1200,1200
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Firewood,Firewood,FAQ,05/04/2026,400,400,400
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Garlic,Other,FAQ,05/04/2026,4200,4200,4200
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Paddy(Common),Other,FAQ,05/04/2026,2000,2300,2154.28
"Uttar Pradesh",Badaun,"Shahaswan APMC",Apple,Apple,Medium,05/04/2026,8000,8000,8000
"Uttar Pradesh",Raebarelli,"Salon APMC",Wheat,Dara,FAQ,05/04/2026,2325,2350,2343.01
"Uttar Pradesh",Jaunpur,"Shahganj APMC",Wood,Eucalyptus,FAQ,05/04/2026,500,500,500
"Uttar Pradesh",Shahjahanpur,"Tilhar APMC",Wood,Other,FAQ,05/04/2026,560,620,582.34
"Uttar Pradesh",Badaun,"Ujhani APMC",Firewood,Firewood,FAQ,05/04/2026,450,450,450
"Uttar Pradesh",Badaun,"Ujhani APMC",Wheat,Other,FAQ,05/04/2026,2450,2450,2450
"Uttar Pradesh",Badaun,"Ujhani APMC","Bajra(Pearl Millet/Cumbu)",Other,FAQ,05/04/2026,1900,1900,1900
"Uttar Pradesh",Unnao,"Unnao APMC",Wheat,Dara,FAQ,05/04/2026,2450,2470,2460.08
"Uttar Pradesh",Unnao,"Unnao APMC",Wheat,Other,FAQ,05/04/2026,2590,2590,2590
"Uttar Pradesh",Ghaziabad,"Muradnagar APMC",Gur(Jaggery),Other,FAQ,05/04/2026,4145,4145,4145
"Uttar Pradesh",Hardoi,"Sandila APMC",Wheat,Dara,FAQ,05/04/2026,2350,2450,2402.29
Tripura,Dhalai,"Kulai APMC","Banana - Green","Banana - Green","Grade B",05/04/2026,2000,2500,2300
Tripura,Dhalai,"Kulai APMC",Brinjal,Round/Long,"Grade B",05/04/2026,3600,4000,3800
Tripura,Dhalai,"Chowmanu APMC","Bitter gourd","Bitter Gourd",Local,05/04/2026,5000,6000,5500
"West Bengal","North 24 Parganas","Habra APMC","Green Chilli","Green Chilly",FAQ,05/04/2026,3500,3600,3500
"West Bengal","North 24 Parganas","Habra APMC",Onion,Onion,FAQ,05/04/2026,1000,1000,1000
"West Bengal","North 24 Parganas","Habra APMC",Pumpkin,Other,FAQ,05/04/2026,1300,1500,1400
"West Bengal",Bankura,"Khatra APMC",Potato,Jyoti,Non-FAQ,05/04/2026,360,460,420
"West Bengal",Darjeeling,"Karsiyang(Matigara) APMC",Carrot,Other,FAQ,05/04/2026,3500,3700,3600
"West Bengal",Darjeeling,"Karsiyang(Matigara) APMC","Squash(Chappal Kadoo)",Other,FAQ,05/04/2026,1400,1600,1500
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,05/04/2026,3400,4200,3800
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,05/04/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,05/04/2026,8600,9200,8900
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,05/04/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,3400,3800,3600
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,05/04/2026,6400,7000,6700
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,05/04/2026,1800,2000,1900
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,05/04/2026,2400,3000,2700
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,05/04/2026,4600,5200,4900
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,05/04/2026,13000,14400,13700
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,05/04/2026,1000,1500,1250
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC","Jack Fruit(Ripe)","Jack Fruit",Local,05/04/2026,3500,4000,3750
"Madhya Pradesh",Vidisha,"Sironj APMC",Wheat,Wheat,FAQ,05/04/2026,2005,2010,2010
"Uttar Pradesh",Sitapur,"Mishrit APMC",Firewood,Firewood,FAQ,05/04/2026,330,462,419.05
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,05/04/2026,5000,5000,5000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,05/04/2026,1500,2000,1750
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,4500,5000,4750
